EZE00100082,18020101,TMAX,-20,,,E,
EZE00100082,18020101,TMIN,-98,,,E,
GM000010962,18020101,PRCP,24,,,E,
ITE00100554,18020101,TMAX,25,,,E,
ITE00100554,18020101,TMIN,4,,,E,
ITE00105250,18020101,PRCP,37,,,E,
EZE00100082,18020102,TMAX,-88,,,E,
EZE00100082,18020102,TMIN,-114,,,E,
GM000010962,18020102,PRCP,0,,,E,
ITE00100554,18020102,TMAX,10,,,E,
ITE00100554,18020102,TMIN,6,,,E,
ITE00105250,18020102,PRCP,18,,,E,
EZE00100082,18020103,TMAX,-38,,,E,
EZE00100082,18020103,TMIN,-98,,,E,
GM000010962,18020103,PRCP,0,,,E,
ITE00100554,18020103,TMAX,10,,,E,
ITE00100554,18020103,TMIN,3,,,E,
ITE00105250,18020103,PRCP,0,,,E,
EZE00100082,18020104,TMAX,34,,,E,
EZE00100082,18020104,TMIN,-38,,,E,
GM000010962,18020104,PRCP,25,,,E,
ITE00100554,18020104,TMAX,19,,,E,
ITE00100554,18020104,TMIN,0,,,E,
ITE00105250,18020104,PRCP,9,,,E,
EZE00100082,18020105,TMAX,39,,,E,
EZE00100082,18020105,TMIN,-27,,,E,
GM000010962,18020105,PRCP,0,,,E,
ITE00100554,18020105,TMAX,0,,N,E,
ITE00100554,18020105,TMIN,0,,N,E,
ITE00105250,18020105,PRCP,81,,,E,
EZE00100082,18020106,TMAX,21,,,E,
EZE00100082,18020106,TMIN,-25,,,E,
GM000010962,18020106,PRCP,0,,,E,
ITE00100554,18020106,TMAX,38,,,E,
ITE00100554,18020106,TMIN,0,,,E,
ITE00105250,18020106,PRCP,0,,,E,
EZE00100082,18020107,TMAX,22,,,E,
EZE00100082,18020107,TMIN,14,,,E,
GM000010962,18020107,PRCP,0,,,E,
ITE00100554,18020107,TMAX,35,,,E,
ITE00100554,18020107,TMIN,16,,,E,
ITE00105250,18020107,PRCP,0,,,E,
EZE00100082,18020108,TMAX,29,,,E,
EZE00100082,18020108,TMIN,16,,,E,
GM000010962,18020108,PRCP,0,,,E,
ITE00100554,18020108,TMAX,50,,,E,
ITE00100554,18020108,TMIN,31,,,E,
ITE00105250,18020108,PRCP,7,,,E,
EZE00100082,18020109,TMAX,28,,,E,
EZE00100082,18020109,TMIN,-18,,,E,
GM000010962,18020109,PRCP,0,,,E,
ITE00100554,18020109,TMAX,85,,,E,
ITE00100554,18020109,TMIN,19,,,E,
ITE00105250,18020109,PRCP,92,,,E,
EZE00100082,18020110,TMAX,-5,,,E,
EZE00100082,18020110,TMIN,-18,,,E,
GM000010962,18020110,PRCP,0,,,E,
ITE00100554,18020110,TMAX,19,,,E,
ITE00100554,18020110,TMIN,-6,,,E,
ITE00105250,18020110,PRCP,0,,,E,
EZE00100082,18020111,TMAX,-2,,,E,
EZE00100082,18020111,TMIN,-60,,,E,
GM000010962,18020111,PRCP,0,,,E,
ITE00100554,18020111,TMAX,21,,,E,
ITE00100554,18020111,TMIN,19,,,E,
ITE00105250,18020111,PRCP,0,,,E,
EZE00100082,18020112,TMAX,-56,,,E,
EZE00100082,18020112,TMIN,-88,,,E,
GM000010962,18020112,PRCP,37,,,E,
ITE00100554,18020112,TMAX,38,,,E,
ITE00100554,18020112,TMIN,-9,,,E,
ITE00105250,18020112,PRCP,0,,,E,
EZE00100082,18020113,TMAX,-50,,,E,
EZE00100082,18020113,TMIN,-94,,,E,
GM000010962,18020113,PRCP,0,,,E,
ITE00100554,18020113,TMAX,13,,,E,
ITE00100554,18020113,TMIN,-4,,,E,
ITE00105250,18020113,PRCP,0,,,E,
EZE00100082,18020114,TMAX,-73,,,E,
EZE00100082,18020114,TMIN,-112,,,E,
GM000010962,18020114,PRCP,2,,,E,
ITE00100554,18020114,TMAX,6,,,E,
ITE00100554,18020114,TMIN,-9,,,E,
ITE00105250,18020114,PRCP,0,,,E,
EZE00100082,18020115,TMAX,-101,,,E,
EZE00100082,18020115,TMIN,-161,,,E,
GM000010962,18020115,PRCP,11,,,E,
ITE00100554,18020115,TMAX,-4,,,E,
ITE00100554,18020115,TMIN,-38,,,E,
ITE00105250,18020115,PRCP,14,,,E,
EZE00100082,18020116,TMAX,-123,,,E,
EZE00100082,18020116,TMIN,-175,,,E,
GM000010962,18020116,PRCP,0,,,E,
ITE00100554,18020116,TMAX,-21,,,E,
ITE00100554,18020116,TMIN,-50,,,E,
ITE00105250,18020116,PRCP,201,,,E,
EZE00100082,18020117,TMAX,-71,,,E,
EZE00100082,18020117,TMIN,-172,,,E,
GM000010962,18020117,PRCP,0,,,E,
ITE00100554,18020117,TMAX,-25,,,E,
ITE00100554,18020117,TMIN,-75,,,E,
ITE00105250,18020117,PRCP,14,,,E,
EZE00100082,18020118,TMAX,-13,,,E,
EZE00100082,18020118,TMIN,-71,,,E,
GM000010962,18020118,PRCP,0,,,E,
ITE00100554,18020118,TMAX,-19,,,E,
ITE00100554,18020118,TMIN,-85,,,E,
ITE00105250,18020118,PRCP,46,,,E,
EZE00100082,18020119,TMAX,22,,,E,
EZE00100082,18020119,TMIN,-39,,,E,
GM000010962,18020119,PRCP,21,,,E,
ITE00100554,18020119,TMAX,4,,,E,
ITE00100554,18020119,TMIN,-46,,,E,
ITE00105250,18020119,PRCP,81,,,E,
EZE00100082,18020120,TMAX,41,,,E,
EZE00100082,18020120,TMIN,18,,,E,
GM000010962,18020120,PRCP,17,,,E,
ITE00100554,18020120,TMAX,31,,,E,
ITE00100554,18020120,TMIN,-13,,,E,
ITE00105250,18020120,PRCP,21,,,E,
EZE00100082,18020121,TMAX,40,,,E,
EZE00100082,18020121,TMIN,23,,,E,
GM000010962,18020121,PRCP,19,,,E,
ITE00100554,18020121,TMAX,56,,,E,
ITE00100554,18020121,TMIN,-10,,,E,
ITE00105250,18020121,PRCP,0,,,E,
EZE00100082,18020122,TMAX,38,,,E,
EZE00100082,18020122,TMIN,20,,,E,
GM000010962,18020122,PRCP,16,,,E,
ITE00100554,18020122,TMAX,56,,,E,
ITE00100554,18020122,TMIN,6,,,E,
ITE00105250,18020122,PRCP,0,,,E,
EZE00100082,18020123,TMAX,22,,,E,
EZE00100082,18020123,TMIN,-53,,,E,
GM000010962,18020123,PRCP,18,,,E,
ITE00100554,18020123,TMAX,69,,,E,
ITE00100554,18020123,TMIN,38,,I,E,
ITE00105250,18020123,PRCP,104,,,E,
EZE00100082,18020124,TMAX,19,,,E,
EZE00100082,18020124,TMIN,-62,,,E,
GM000010962,18020124,PRCP,0,,,E,
ITE00100554,18020124,TMAX,25,,I,E,
ITE00100554,18020124,TMIN,-13,,,E,
ITE00105250,18020124,PRCP,0,,,E,
EZE00100082,18020125,TMAX,38,,,E,
EZE00100082,18020125,TMIN,-20,,,E,
GM000010962,18020125,PRCP,0,,,E,
ITE00100554,18020125,TMAX,66,,,E,
ITE00100554,18020125,TMIN,-29,,,E,
ITE00105250,18020125,PRCP,0,,,E,
EZE00100082,18020126,TMAX,26,,,E,
EZE00100082,18020126,TMIN,-34,,,E,
GM000010962,18020126,PRCP,0,,,E,
ITE00100554,18020126,TMAX,35,,,E,
ITE00100554,18020126,TMIN,-29,,,E,
ITE00105250,18020126,PRCP,0,,,E,
EZE00100082,18020127,TMAX,4,,,E,
EZE00100082,18020127,TMIN,-58,,,E,
GM000010962,18020127,PRCP,0,,,E,
ITE00100554,18020127,TMAX,35,,,E,
ITE00100554,18020127,TMIN,-23,,,E,
ITE00105250,18020127,PRCP,0,,,E,
EZE00100082,18020128,TMAX,30,,,E,
EZE00100082,18020128,TMIN,-21,,,E,
GM000010962,18020128,PRCP,0,,,E,
ITE00100554,18020128,TMAX,54,,,E,
ITE00100554,18020128,TMIN,-16,,,E,
ITE00105250,18020128,PRCP,0,,,E,
EZE00100082,18020129,TMAX,-3,,,E,
EZE00100082,18020129,TMIN,-50,,,E,
GM000010962,18020129,PRCP,0,,,E,
ITE00100554,18020129,TMAX,63,,,E,
ITE00100554,18020129,TMIN,-4,,,E,
ITE00105250,18020129,PRCP,0,,,E,
EZE00100082,18020130,TMAX,-16,,,E,
EZE00100082,18020130,TMIN,-62,,,E,
GM000010962,18020130,PRCP,0,,,E,
ITE00100554,18020130,TMAX,48,,,E,
ITE00100554,18020130,TMIN,-13,,,E,
ITE00105250,18020130,PRCP,0,,,E,
EZE00100082,18020131,TMAX,-39,,,E,
EZE00100082,18020131,TMIN,-62,,,E,
GM000010962,18020131,PRCP,0,,,E,
ITE00100554,18020131,TMAX,50,,,E,
ITE00100554,18020131,TMIN,-16,,,E,
ITE00105250,18020131,PRCP,0,,,E,
EZE00100082,18020201,TMAX,-35,,,E,
EZE00100082,18020201,TMIN,-70,,,E,
GM000010962,18020201,PRCP,0,,,E,
ITE00100554,18020201,TMAX,60,,,E,
ITE00100554,18020201,TMIN,-10,,,E,
ITE00105250,18020201,PRCP,0,,,E,
EZE00100082,18020202,TMAX,9,,,E,
EZE00100082,18020202,TMIN,-70,,,E,
GM000010962,18020202,PRCP,0,,,E,
ITE00100554,18020202,TMAX,60,,,E,
ITE00100554,18020202,TMIN,10,,,E,
ITE00105250,18020202,PRCP,0,,,E,
EZE00100082,18020203,TMAX,-27,,,E,
EZE00100082,18020203,TMIN,-61,,,E,
GM000010962,18020203,PRCP,0,,,E,
ITE00100554,18020203,TMAX,63,,,E,
ITE00100554,18020203,TMIN,0,,,E,
ITE00105250,18020203,PRCP,0,,,E,
EZE00100082,18020204,TMAX,-13,,,E,
EZE00100082,18020204,TMIN,-74,,,E,
GM000010962,18020204,PRCP,0,,,E,
ITE00100554,18020204,TMAX,60,,,E,
ITE00100554,18020204,TMIN,0,,,E,
ITE00105250,18020204,PRCP,0,,,E,
EZE00100082,18020205,TMAX,-18,,,E,
EZE00100082,18020205,TMIN,-67,,,E,
GM000010962,18020205,PRCP,0,,,E,
ITE00100554,18020205,TMAX,50,,,E,
ITE00100554,18020205,TMIN,-6,,,E,
ITE00105250,18020205,PRCP,25,,,E,
EZE00100082,18020206,TMAX,1,,,E,
EZE00100082,18020206,TMIN,-53,,,E,
GM000010962,18020206,PRCP,0,,,E,
ITE00100554,18020206,TMAX,48,,,E,
ITE00100554,18020206,TMIN,19,,,E,
ITE00105250,18020206,PRCP,3,,,E,
EZE00100082,18020207,TMAX,1,,,E,
EZE00100082,18020207,TMIN,-52,,,E,
GM000010962,18020207,PRCP,0,,,E,
ITE00100554,18020207,TMAX,29,,,E,
ITE00100554,18020207,TMIN,13,,,E,
ITE00105250,18020207,PRCP,18,,,E,
EZE00100082,18020208,TMAX,14,,,E,
EZE00100082,18020208,TMIN,-35,,,E,
GM000010962,18020208,PRCP,4,,,E,
ITE00100554,18020208,TMAX,75,,,E,
ITE00100554,18020208,TMIN,35,,,E,
ITE00105250,18020208,PRCP,0,,,E,
EZE00100082,18020209,TMAX,45,,,E,
EZE00100082,18020209,TMIN,-1,,,E,
GM000010962,18020209,PRCP,0,,,E,
ITE00100554,18020209,TMAX,75,,,E,
ITE00100554,18020209,TMIN,44,,,E,
ITE00105250,18020209,PRCP,63,,,E,
EZE00100082,18020210,TMAX,45,,,E,
EZE00100082,18020210,TMIN,-3,,,E,
GM000010962,18020210,PRCP,3,,,E,
ITE00100554,18020210,TMAX,56,,,E,
ITE00100554,18020210,TMIN,56,,,E,
ITE00105250,18020210,PRCP,0,,,E,
EZE00100082,18020211,TMAX,16,,,E,
EZE00100082,18020211,TMIN,-3,,,E,
GM000010962,18020211,PRCP,70,,,E,
ITE00100554,18020211,TMAX,56,,,E,
ITE00100554,18020211,TMIN,44,,,E,
ITE00105250,18020211,PRCP,132,,,E,
EZE00100082,18020212,TMAX,25,,,E,
EZE00100082,18020212,TMIN,10,,,E,
GM000010962,18020212,PRCP,69,,,E,
ITE00100554,18020212,TMAX,35,,,E,
ITE00100554,18020212,TMIN,31,,,E,
ITE00105250,18020212,PRCP,48,,,E,
EZE00100082,18020213,TMAX,21,,,E,
EZE00100082,18020213,TMIN,0,,,E,
GM000010962,18020213,PRCP,0,,,E,
ITE00100554,18020213,TMAX,50,,,E,
ITE00100554,18020213,TMIN,16,,,E,
ITE00105250,18020213,PRCP,0,,,E,
EZE00100082,18020214,TMAX,34,,,E,
EZE00100082,18020214,TMIN,-3,,,E,
GM000010962,18020214,PRCP,0,,,E,
ITE00100554,18020214,TMAX,56,,,E,
ITE00100554,18020214,TMIN,19,,,E,
ITE00105250,18020214,PRCP,0,,,E,
EZE00100082,18020215,TMAX,38,,,E,
EZE00100082,18020215,TMIN,1,,,E,
GM000010962,18020215,PRCP,0,,,E,
ITE00100554,18020215,TMAX,31,,,E,
ITE00100554,18020215,TMIN,31,,,E,
ITE00105250,18020215,PRCP,88,,,E,
EZE00100082,18020216,TMAX,32,,,E,
EZE00100082,18020216,TMIN,5,,,E,
GM000010962,18020216,PRCP,30,,,E,
ITE00100554,18020216,TMAX,54,,,E,
ITE00100554,18020216,TMIN,31,,,E,
ITE00105250,18020216,PRCP,113,,,E,
EZE00100082,18020217,TMAX,22,,,E,
EZE00100082,18020217,TMIN,-7,,,E,
GM000010962,18020217,PRCP,8,,,E,
ITE00100554,18020217,TMAX,66,,,E,
ITE00100554,18020217,TMIN,25,,,E,
ITE00105250,18020217,PRCP,39,,,E,
EZE00100082,18020218,TMAX,17,,,E,
EZE00100082,18020218,TMIN,-18,,,E,
GM000010962,18020218,PRCP,0,,,E,
ITE00100554,18020218,TMAX,63,,,E,
ITE00100554,18020218,TMIN,10,,,E,
ITE00105250,18020218,PRCP,81,,,E,
EZE00100082,18020219,TMAX,12,,,E,
EZE00100082,18020219,TMIN,-28,,,E,
GM000010962,18020219,PRCP,0,,,E,
ITE00100554,18020219,TMAX,60,,,E,
ITE00100554,18020219,TMIN,4,,,E,
ITE00105250,18020219,PRCP,109,,,E,
EZE00100082,18020220,TMAX,-4,,,E,
EZE00100082,18020220,TMIN,-71,,,E,
GM000010962,18020220,PRCP,4,,,E,
ITE00100554,18020220,TMAX,56,,,E,
ITE00100554,18020220,TMIN,19,,,E,
ITE00105250,18020220,PRCP,0,,,E,
EZE00100082,18020221,TMAX,52,,,E,
EZE00100082,18020221,TMIN,-31,,,E,
GM000010962,18020221,PRCP,3,,,E,
ITE00100554,18020221,TMAX,63,,,E,
ITE00100554,18020221,TMIN,6,,,E,
ITE00105250,18020221,PRCP,92,,,E,
EZE00100082,18020222,TMAX,71,,,E,
EZE00100082,18020222,TMIN,24,,,E,
GM000010962,18020222,PRCP,32,,,E,
ITE00100554,18020222,TMAX,113,,,E,
ITE00100554,18020222,TMIN,35,,,E,
ITE00105250,18020222,PRCP,0,,,E,
EZE00100082,18020223,TMAX,41,,,E,
EZE00100082,18020223,TMIN,15,,,E,
GM000010962,18020223,PRCP,30,,,E,
ITE00100554,18020223,TMAX,163,,,E,
ITE00100554,18020223,TMIN,100,,,E,
ITE00105250,18020223,PRCP,0,,,E,
EZE00100082,18020224,TMAX,58,,,E,
EZE00100082,18020224,TMIN,13,,,E,
GM000010962,18020224,PRCP,12,,,E,
ITE00100554,18020224,TMAX,125,,,E,
ITE00100554,18020224,TMIN,50,,,E,
ITE00105250,18020224,PRCP,0,,,E,
EZE00100082,18020225,TMAX,63,,,E,
EZE00100082,18020225,TMIN,17,,,E,
GM000010962,18020225,PRCP,0,,,E,
ITE00100554,18020225,TMAX,60,,,E,
ITE00100554,18020225,TMIN,53,,,E,
ITE00105250,18020225,PRCP,0,,,E,
EZE00100082,18020226,TMAX,31,,,E,
EZE00100082,18020226,TMIN,9,,,E,
GM000010962,18020226,PRCP,56,,,E,
ITE00100554,18020226,TMAX,79,,,E,
ITE00100554,18020226,TMIN,50,,,E,
ITE00105250,18020226,PRCP,0,,,E,
EZE00100082,18020227,TMAX,26,,,E,
EZE00100082,18020227,TMIN,-14,,,E,
GM000010962,18020227,PRCP,0,,,E,
ITE00100554,18020227,TMAX,100,,,E,
ITE00100554,18020227,TMIN,73,,,E,
ITE00105250,18020227,PRCP,0,,,E,
EZE00100082,18020228,TMAX,21,,,E,
EZE00100082,18020228,TMIN,-28,,,E,
GM000010962,18020228,PRCP,0,,,E,
ITE00100554,18020228,TMAX,113,,,E,
ITE00100554,18020228,TMIN,81,,,E,
ITE00105250,18020228,PRCP,0,,,E,
EZE00100082,18020301,TMAX,27,,,E,
EZE00100082,18020301,TMIN,8,,,E,
GM000010962,18020301,PRCP,0,,,E,
ITE00100554,18020301,TMAX,106,,,E,
ITE00100554,18020301,TMIN,81,,,E,
ITE00105250,18020301,PRCP,0,,,E,
EZE00100082,18020302,TMAX,42,,,E,
EZE00100082,18020302,TMIN,-1,,,E,
GM000010962,18020302,PRCP,0,,,E,
ITE00100554,18020302,TMAX,94,,,E,
ITE00100554,18020302,TMIN,79,,,E,
ITE00105250,18020302,PRCP,14,,,E,
EZE00100082,18020303,TMAX,32,,,E,
EZE00100082,18020303,TMIN,-7,,,E,
GM000010962,18020303,PRCP,0,,,E,
ITE00100554,18020303,TMAX,100,,,E,
ITE00100554,18020303,TMIN,85,,,E,
ITE00105250,18020303,PRCP,7,,,E,
EZE00100082,18020304,TMAX,20,,,E,
EZE00100082,18020304,TMIN,-12,,,E,
GM000010962,18020304,PRCP,0,,,E,
ITE00100554,18020304,TMAX,94,,,E,
ITE00100554,18020304,TMIN,79,,,E,
ITE00105250,18020304,PRCP,0,,,E,
EZE00100082,18020305,TMAX,39,,,E,
EZE00100082,18020305,TMIN,0,,,E,
GM000010962,18020305,PRCP,0,,,E,
ITE00100554,18020305,TMAX,113,,,E,
ITE00100554,18020305,TMIN,79,,,E,
ITE00105250,18020305,PRCP,0,,,E,
EZE00100082,18020306,TMAX,30,,,E,
EZE00100082,18020306,TMIN,13,,,E,
GM000010962,18020306,PRCP,0,,,E,
ITE00100554,18020306,TMAX,113,,,E,
ITE00100554,18020306,TMIN,81,,,E,
ITE00105250,18020306,PRCP,0,,,E,
EZE00100082,18020307,TMAX,46,,,E,
EZE00100082,18020307,TMIN,-18,,,E,
GM000010962,18020307,PRCP,0,,,E,
ITE00100554,18020307,TMAX,138,,,E,
ITE00100554,18020307,TMIN,91,,,E,
ITE00105250,18020307,PRCP,0,,,E,
EZE00100082,18020308,TMAX,44,,,E,
EZE00100082,18020308,TMIN,10,,,E,
GM000010962,18020308,PRCP,0,,,E,
ITE00100554,18020308,TMAX,106,,,E,
ITE00100554,18020308,TMIN,94,,,E,
ITE00105250,18020308,PRCP,0,,,E,
EZE00100082,18020309,TMAX,35,,,E,
EZE00100082,18020309,TMIN,13,,,E,
GM000010962,18020309,PRCP,0,,,E,
ITE00100554,18020309,TMAX,106,,,E,
ITE00100554,18020309,TMIN,66,,,E,
ITE00105250,18020309,PRCP,0,,,E,
EZE00100082,18020310,TMAX,38,,,E,
EZE00100082,18020310,TMIN,14,,,E,
GM000010962,18020310,PRCP,13,,,E,
ITE00100554,18020310,TMAX,104,,,E,
ITE00100554,18020310,TMIN,44,,,E,
ITE00105250,18020310,PRCP,0,,,E,
EZE00100082,18020311,TMAX,85,,,E,
EZE00100082,18020311,TMIN,14,,,E,
GM000010962,18020311,PRCP,0,,,E,
ITE00100554,18020311,TMAX,113,,,E,
ITE00100554,18020311,TMIN,66,,,E,
ITE00105250,18020311,PRCP,0,,,E,
EZE00100082,18020312,TMAX,102,,,E,
EZE00100082,18020312,TMIN,2,,,E,
GM000010962,18020312,PRCP,0,,,E,
ITE00100554,18020312,TMAX,110,,,E,
ITE00100554,18020312,TMIN,54,,,E,
ITE00105250,18020312,PRCP,0,,,E,
EZE00100082,18020313,TMAX,72,,,E,
EZE00100082,18020313,TMIN,13,,,E,
GM000010962,18020313,PRCP,0,,,E,
ITE00100554,18020313,TMAX,110,,,E,
ITE00100554,18020313,TMIN,60,,,E,
ITE00105250,18020313,PRCP,106,,,E,
EZE00100082,18020314,TMAX,44,,,E,
EZE00100082,18020314,TMIN,1,,,E,
GM000010962,18020314,PRCP,31,,,E,
ITE00100554,18020314,TMAX,54,,,E,
ITE00100554,18020314,TMIN,44,,,E,
ITE00105250,18020314,PRCP,12,,,E,
EZE00100082,18020315,TMAX,31,,,E,
EZE00100082,18020315,TMIN,-23,,,E,
GM000010962,18020315,PRCP,13,,,E,
ITE00100554,18020315,TMAX,66,,,E,
ITE00100554,18020315,TMIN,31,,,E,
ITE00105250,18020315,PRCP,0,,,E,
EZE00100082,18020316,TMAX,28,,,E,
EZE00100082,18020316,TMIN,-43,,,E,
GM000010962,18020316,PRCP,0,,,E,
ITE00100554,18020316,TMAX,113,,,E,
ITE00100554,18020316,TMIN,41,,,E,
ITE00105250,18020316,PRCP,76,,,E,
EZE00100082,18020317,TMAX,30,,,E,
EZE00100082,18020317,TMIN,-36,,,E,
GM000010962,18020317,PRCP,0,,,E,
ITE00100554,18020317,TMAX,91,,,E,
ITE00100554,18020317,TMIN,44,,,E,
ITE00105250,18020317,PRCP,72,,,E,
EZE00100082,18020318,TMAX,74,,,E,
EZE00100082,18020318,TMIN,-6,,,E,
GM000010962,18020318,PRCP,0,,,E,
ITE00100554,18020318,TMAX,98,,,E,
ITE00100554,18020318,TMIN,25,,,E,
ITE00105250,18020318,PRCP,5,,,E,
EZE00100082,18020319,TMAX,109,,,E,
EZE00100082,18020319,TMIN,1,,,E,
GM000010962,18020319,PRCP,0,,,E,
ITE00100554,18020319,TMAX,100,,,E,
ITE00100554,18020319,TMIN,41,,,E,
ITE00105250,18020319,PRCP,0,,,E,
EZE00100082,18020320,TMAX,118,,,E,
EZE00100082,18020320,TMIN,13,,,E,
GM000010962,18020320,PRCP,0,,,E,
ITE00100554,18020320,TMAX,141,,,E,
ITE00100554,18020320,TMIN,46,,,E,
ITE00105250,18020320,PRCP,0,,,E,
EZE00100082,18020321,TMAX,145,,,E,
EZE00100082,18020321,TMIN,44,,,E,
GM000010962,18020321,PRCP,0,,,E,
ITE00100554,18020321,TMAX,106,,,E,
ITE00100554,18020321,TMIN,94,,,E,
ITE00105250,18020321,PRCP,0,,,E,
EZE00100082,18020322,TMAX,146,,,E,
EZE00100082,18020322,TMIN,66,,,E,
GM000010962,18020322,PRCP,0,,,E,
ITE00100554,18020322,TMAX,98,,,E,
ITE00100554,18020322,TMIN,88,,,E,
ITE00105250,18020322,PRCP,0,,,E,
EZE00100082,18020323,TMAX,81,,,E,
EZE00100082,18020323,TMIN,38,,,E,
GM000010962,18020323,PRCP,0,,,E,
ITE00100554,18020323,TMAX,131,,,E,
ITE00100554,18020323,TMIN,54,,,E,
ITE00105250,18020323,PRCP,0,,,E,
EZE00100082,18020324,TMAX,72,,,E,
EZE00100082,18020324,TMIN,34,,,E,
GM000010962,18020324,PRCP,16,,,E,
ITE00100554,18020324,TMAX,138,,,E,
ITE00100554,18020324,TMIN,54,,,E,
ITE00105250,18020324,PRCP,0,,,E,
EZE00100082,18020325,TMAX,108,,,E,
EZE00100082,18020325,TMIN,25,,,E,
GM000010962,18020325,PRCP,0,,,E,
ITE00100554,18020325,TMAX,138,,,E,
ITE00100554,18020325,TMIN,63,,,E,
ITE00105250,18020325,PRCP,32,,,E,
EZE00100082,18020326,TMAX,132,,,E,
EZE00100082,18020326,TMIN,55,,,E,
GM000010962,18020326,PRCP,0,,,E,
ITE00100554,18020326,TMAX,138,,,E,
ITE00100554,18020326,TMIN,66,,,E,
ITE00105250,18020326,PRCP,0,,,E,
EZE00100082,18020327,TMAX,135,,,E,
EZE00100082,18020327,TMIN,58,,,E,
GM000010962,18020327,PRCP,0,,,E,
ITE00100554,18020327,TMAX,154,,,E,
ITE00100554,18020327,TMIN,73,,,E,
ITE00105250,18020327,PRCP,0,,,E,
EZE00100082,18020328,TMAX,153,,,E,
EZE00100082,18020328,TMIN,36,,,E,
GM000010962,18020328,PRCP,0,,,E,
ITE00100554,18020328,TMAX,156,,,E,
ITE00100554,18020328,TMIN,100,,,E,
ITE00105250,18020328,PRCP,0,,,E,
EZE00100082,18020329,TMAX,163,,,E,
EZE00100082,18020329,TMIN,54,,,E,
GM000010962,18020329,PRCP,0,,,E,
ITE00100554,18020329,TMAX,169,,,E,
ITE00100554,18020329,TMIN,85,,,E,
ITE00105250,18020329,PRCP,0,,,E,
EZE00100082,18020330,TMAX,77,,,E,
EZE00100082,18020330,TMIN,33,,,E,
GM000010962,18020330,PRCP,73,,,E,
ITE00100554,18020330,TMAX,100,,,E,
ITE00100554,18020330,TMIN,94,,,E,
ITE00105250,18020330,PRCP,0,,,E,
EZE00100082,18020331,TMAX,53,,,E,
EZE00100082,18020331,TMIN,6,,,E,
GM000010962,18020331,PRCP,25,,,E,
ITE00100554,18020331,TMAX,119,,,E,
ITE00100554,18020331,TMIN,81,,,E,
ITE00105250,18020331,PRCP,0,,,E,
EZE00100082,18020401,TMAX,96,,,E,
EZE00100082,18020401,TMIN,-16,,,E,
GM000010962,18020401,PRCP,0,,,E,
ITE00100554,18020401,TMAX,125,,,E,
ITE00100554,18020401,TMIN,81,,,E,
ITE00105250,18020401,PRCP,0,,,E,
EZE00100082,18020402,TMAX,141,,,E,
EZE00100082,18020402,TMIN,14,,,E,
GM000010962,18020402,PRCP,0,,,E,
ITE00100554,18020402,TMAX,125,,,E,
